id_EXIST,lang,tweet,label,label_id
200738,en,"""Affirmation of the Day: If I am constantly putting other people's needs ahead of my own, I am not only doing an injustice to myself, but to other people as well. I prioritize rest and deserve peace and clarity..",-,0
200739,en,i have felt nothing but love from this community and believe me these people are all pieces of shit they all deserve what happened to them,-,0
200740,en,@BogusBeetle Either justifying why people will continue to pirate anime and manga where fans “do a better job” of translating the material for “free” or why translators do not deserve a fair wage for their work.,-,0
200742,en,"@ChristianLevels @patty_mp_rocha @my_real_name You are quite incorrect and betray not only a lack of knowledge but a pretty amusing inability to string coherent thoughts together. You know nothing of Difference Feminism, eh? 😆Go fly your MRA flag elsewhere, kiddo.",-,0
200743,en,"Picked up this book by Lucy Bland, about first wave ""difference"" feminism and such. The pic in lieu of the customary author photo is awesomely cool. https://t.co/nK4qhEKu0s",-,0
200744,en,@janeclarejones I love this quote:https://t.co/eIJXIhWACH https://t.co/RN4UY8lIzh,-,0
200745,en,"She turned to me, wearing her vintage fuzzy purple kangol bucket hat, and said, “You know, at Spence, we studied Tupac in my lit crit class and found a lot of conceptual parallels between 1980’s Difference Feminism and Ambitionz Az a Ridah.” We left shortly after.",-,0
200746,en,"@dustnscratches @Edward75332356 @OwenJones84 That might be what you meant, but what you actually described is Difference Feminism, which is close to the opposite of radical feminism",-,0
200747,en,"@beyondcapital1 @djenebajalan @BenBurgis not really patriarchal in its plain sense though, maybe in French difference feminism JCJ cites.She's right about dualism and half-grasped, half-baked poststructuralism appropriated &amp; repurposed. Tools meant to challenge hierarchy employed to build careers and little empires.",-,0
200748,en,So European policies reflect “difference feminism”? https://t.co/Vx6pkAbB4a,-,0
200749,en,"@lindarchilders @tamhodge Godly, Toxic, is there a difference?Feminism is the only thing that improves Masculinity.Change my mind.",DIRECT,1
200750,en,"Dear ""pseudo"" MRAs, Learn the difference. Feminism as a movement supports women as well as men against patriarchy, not misogyny or misandry enablers (men/women), and the ones who nourish patriarchy as a ""culture"". Stop embarrassing yourself! 🤦‍♀️",-,0
200751,en,"god im so fucking annoyed??? like dear cishet woman who are so scared of trans people ""taking away their rights"" why? if someone is transitioning to be who they are and it doesn't hurt you or anyone else i don't see how it makes a difference. feminism isn't going to be destroyed.",-,0
200752,en,"@BasheneA Radical, Marxist, Liberal, &amp; Difference feminism, out of these 4 the are many other types of feminism. So I dont get woman talking about people who don't know what feminism is. ""the belief and aim that women should have the same rights and opportunities as men"" is the definition",-,0
200753,en,"@MSAnnaPhylaxis @Mocha_Soul I dunno. It’s hard. But difference feminism seems a good place to start. At least it affords women everywhere a fulcrum that holds in each culture, as it is based on what we share, everywhere and always, and no one else does.",-,0
200754,en,Protestantism is masculine difference feminism.Papism is effeminate homoerotic patriarchy.(Lol at Flip women being attractive. A few too many happy endings for baldy) https://t.co/LocuV6Sdl8,DIRECT,1
200756,en,The universalism scandal and difference feminism. https://t.co/mJfBIvWWHT,-,0
200757,en,@timpac Real question is how in the world they can square Robert Jordon's Difference Feminism with modern gender queer misandry is cool feminism? Its gonna be fucking terrible.,DIRECT,1
200758,en,"Carol Gilligan was the avatar for what was called ""difference"" feminism, the idea that boys were more competitive and girls more cooperative. She studied schoolchildren and did a bunch of research supposedly documenting this.",-,0
200759,en,"This played out in the 1980s as a conflict over Difference Feminism  (https://t.co/n7D5Vbc0hk) Vs anti essentialism, but people got sick of that and the third wave won out for the most part through the 90s.",-,0
200760,en,Apparently this was just 3 years ago in Afghanistan... What a difference feminism and living in the US makes.https://t.co/H1sT4kAqx7,JUDGEMENTAL,2
200761,en,@StPoliceAssocMa @MassStatePolice @NatPoliceAssoc @nyspolice @ThePBA @NatlTroopers @CT_STATE_POLICE @MEStatePolice @RIStatePolice @MichStatePolice @VTStatePolice I stand with the troopers. It's sick. It's discrimination. Even people that shouldnt get it due to medical are being forced. We don't judge y'all for your thought stop judging others. Y'all rather have no cops then deal with cops cause of there thoughts. Sick,-,0
200762,en,"The “carceral state” refers not only to formal institutions and legal practices, such as prisons and courts, but also to the broader ideologies of state control and repression, inequality and discrimination, criminalization and punishment that are central to the state’s...(29/n)",-,0
200764,en,"@RobofRobington @a11Igot The election process is determined by the states. The feds always have oversight over wrongdoings and yes, discrimination. Government entities are also the ones employing election workers.",-,0
200765,en,"Airbnb will be hiding guests’ full names as part of an anti-discrimination experiment.For two years, hosts in the state of Oregon will only see guests’ initials before accepting the booking request.Measuring discrimination is key to fighting it. https://t.co/QdZ9t3xja5",-,0
200767,en,"The 5 basic human rights!Human rights include the right to life and liberty, freedom from slavery and torture, freedom of opinion and expression, the right to work &amp; education, and many more. Everyone is entitled to these rights, without discrimination.  Are we getting all these",-,0
200768,en,Texas doctor fired for using leftover Covid-19 vaccine doses sues county for discriminationhttps://t.co/PW167h63dK,-,0
200769,en,The Public Continues to Underestimate COVID’s Age Discrimination - New York Magazine https://t.co/YKiqTLps5f via @GoogleNews,-,0
200770,en,Liberal MP to cross floor on discrimination bill | The New Daily https://t.co/EbLkklAx74,-,0
200771,en,@NextShark Rebecca Moon:“representation of Asian-identifying students among the newly admitted freshmen class dropped significantly from 73% to 54% in 2020 when admission policies were revised”54% identifying as Asian means it’s not discrimination https://t.co/RNGlCK4zOY,-,0
200772,en,Game Changer. No discrimination like @MerrillLynch and the rest of these firms that won’t talk to young black kids about stocks. https://t.co/FjzBTV0iF5,-,0
200773,en,"@Happytobeaprole @AussieVal10 Unvaccinated people are being coerced into a position.Loss of job, limited access to services, loss of income etc etcDiscrimination",-,0
200774,en,@KristiNoem @JoeBiden It should cover everyone across the board. No exemptions should matter. It’s straight up discrimination!!,-,0
200775,en,@cbridgmon I think he has the recruits and their families in mind when he made his statement. Does he really understand the details of the bill? The premise that there’s voter discrimination is a political ruse. He should know better.,-,0
200776,en,@ReasonablySober @stefondiggs @TomPelissero This looks a lot like discrimination to me but idk maybe I’m tripping😂🤡 y’all really tryna be China now it’s crazy,-,0
200777,en,"@mcmullendc191 @chubbychicken @nationalpost Regardless, these are not acceptable reasons for exiling them from society.. You claim to be a liberal right?? Opposed to discrimination? Or you’re one of the typical ones that only oppose it in name &amp; are very discriminatory to those that don’t believe in all of your narratives",-,0
200778,en,Chat chose that we read the Australian Goverment's Religious Discrimination bill. FML hahaha https://t.co/NIsr2uKdIS,-,0
200779,en,Great stuff! Compliance Day / Discrimination Day https://t.co/kkOAuOhbXB,-,0
200780,en,"@TheDavidGateho1 @Raebae76 @LozzaFox Because they're: woefully ineffective, do not stop or lower transmission, carry massive risk of side-effect, and have already killed or maimed countless thousands.Your family members should quit, prejudice has no place in the NHS, especially medical discrimination.",-,0
200782,en,"Okay that’s it you’re done ,and it’s always dumb blonde. https://t.co/mDPQqRHtQA",DIRECT,1
200783,en,"@sninalthat @AmoneyResists @UrbanInuk I did learn sexism. Teacher had a wall of ""DB""s with student pics.  Whenever a girl asked what he thought was a stupid question, he put their pic on the ""DB"" wall.  DB = dumb blonde",REPORTED,3
200784,en,@Sammi_Sativa Seems to be. My mother was into perms in the 70’s and she did them too close together and it burned her hair. That is where my theory of the dumb blonde is it is chemically induced right through the skull.,DIRECT,1
200785,en,@yayamhlaba Dfkm😭😭😭 why did I know who “the tl’s resident dumb blonde” was?😭,DIRECT,1
200786,en,@boteggna1 cause you sound like a dumb blonde,DIRECT,1
200787,en,"Mgk is such an inspiration for men. Proving ""dumb blonde"" doesn't just mean women ✊✊✊ https://t.co/3OZ30xbATA",DIRECT,1
200788,en,@NotHoodlum For fucks sakes!!!!! Seriously playing a dumb blonde is not an excuse for almost destroying Democracy.,DIRECT,1
200789,en,As a career women it  is disappointing to see she carries on the true meaning of a dumb blonde! https://t.co/gOOW0MkJFa,DIRECT,1
200790,en,on an escalator sandwiched among nyjc students I am experiencing a dumb blonde moment to the fullest rn,DIRECT,1
200791,en,@Maranda73118484 @VolumePrintcess Okay dumb blonde I got tested and tested negative.  The point is I was more protected than my friend!!,DIRECT,1
200792,en,"@JoJoFromJerz @KellyannePolls Your what they call a ""dumb blonde"" you have no clue what your talking about. At least she answers questions unlike your man Bidan, who doesn't, because he can't answer questions",DIRECT,1
200794,en,@elizabennet3 @JackyP599 I like the dumb blonde comment where she says she isn’t dumb and she isn’t blonde!,DIRECT,1
200795,en,"DUMB BLONDE (BLEACHED,but blonde) @kayleighmcenany taking over for the regular DUMB BLONDE  @ainsleyearhardt (aka Ainsley AIRHEAD), the regular on Fox &amp; Fiends tomorrow... https://t.co/Th664uHvyy https://t.co/a12F1tYRc0",DIRECT,1
200796,en,"Single handedly resurrecting the ""dumb blonde"" meme https://t.co/6LViOcpyBl",DIRECT,1
200797,en,"@notareej Omg...I thought I was the only one in the world who remembers ""another dumb blonde"" singer/songwriter Hoku 😂😂😂",DIRECT,1
200798,en,@MeghanMcCain You had to be a dumb blonde! It was trump who caused this! How dumb can you be!,DIRECT,1
200799,en,@Sharon737480 @BernardKerik @RudyGiuliani @DonaldJTrumpJr Dumb blonde of the day,DIRECT,1
200800,en,"@ovo_crow Anyone can offer commitment, love, safety... but to offer ENDING YOU with BARE HANDS? It doesn't even take a villain to be sleepless over this 😂Ujiko, at a fancy dinner: *confesses eternal love*AfO, silently: *God I just wish a big dumb blonde would fuck me up again.*",DIRECT,1
200801,en,@leafgh0st shhh be quiet or he’ll get embarrassed and start preaching,-,0
200802,en,Trump Republican Embarrassed By Epic Legal Order https://t.co/Lxr3yWrzH5 via @YouTube#Another GOP charged with a crime how shocking !!!🙄🥱🤢🤮💩,-,0
200803,en,@BMacca_Sports It’s so weird that people just can’t accept that he did the wrong thing 😂 Who would ever be embarrassed to be Aussie? #weirdos #wokefools,-,0
200804,en,@ChrisPiscitelli Incorrect. Plus Youre a grown ass man I’d be embarrassed,DIRECT,1
200805,en,My friend when they see a song on Spotify that is downloaded but not liked and the playlist I downloaded is one made by me specifically for downloads and i said that I didn’t like that song (because I’m embarrassed to tell them) https://t.co/3MtDDo3LnZ,-,0
200806,en,@MelissaFoersch1 @MayorLucasKC @QuintonLucasKC I'm embarrassed for you. https://t.co/Vngkk8iw1R,-,0
200807,en,crying and embarrassed playing undertale rp on roblox and my friend joined me i cant,-,0
200808,en,"Even if you get embarrassed and blush, you can still confront hard things. #KeepMoving",-,0
200809,en,@27Ashton @as_it_is_ Apparently you have to be happy about spending your hard earned money to go and watch us get embarrassed by Liverpool and City and clap the manager after. Norwich and Villa showing more ambition,-,0
200810,en,"@AgentP22 What a smug, arrogant, full-of-himself arse! Putin must be bricking himself that the prick who embarrassed a nation with his “Don’t Let Scoatlan’ Doon” bellowing is “monitoring the situation”. Jesus did indeed weep!",-,0
200811,en,@chrislhayes @BEVHOWARD40 How embarrassed are you to be a member of today’s media?,-,0
200812,en,"needed the help of 30 fandoms to vote and bts still won with a 17m gap, aren’t you guys embarrassed?",-,0
200813,en,@BrandonF42069 @BryanHoch Gtfoh loser dick rider ! Fans like you that love doofus players &amp; managers have us in this bind. Go watch the pirates … their fans DGAF if they’re team wins titles or get embarrassed by their hated rivals on a daily basis. Mofo loser.,-,0
200814,en,@Super70sSports Embarrassed to say it’s Martina Navratilova. As a kid I was a big Chris Evert fan and then I realized not only how great @Martina was as a player but that she was an even better person. Still is. https://t.co/rvTFs9LP7g,-,0
200815,en,Man I'm embarrassed to admit I'd draw myself with Dio and not in a sfw scenario,-,0
200816,en,"@BlaiseGamedev @kirstyboo79 I'm aware of the foibles of the article in question (having been mistakenly issued one myself), but I guess I was always too embarrassed of it not to be very careful having to actually use the damned thing",-,0
200817,en,@vminiety That’s absolutely adorable. And witness him be embarrassed. I love it.,-,0
200818,en,If you want to stay in the United States. Texas isn’t doing anything the people of Texas are finally waking up and realizing they’ve all been screwed by the GOP. Women especially you need to get out and vote. The nation is embarrassed by you all. Do better https://t.co/r5oojx7JWA https://t.co/t34B6duBW0,-,0
200819,en,@Seahawks  how the fuck can you BLOW a 24-9 lead at the half.  Fuckin atrocious.  Honestly embarrassed.,-,0
200820,en,"""No, no, it's...""He shook his head. ""It's not you. I didn't even notice, how long were we even – ?""Face flushed, clearly embarrassed, he clasped his hands together. It was obvious once you noticed it how damaged the hand was, even with the silk gloves hiding the - https://t.co/ZFJXm01qXU",-,0
200821,en,TJ hates Alexa cause she is a powerful woman. An oppressor hates an empowered woman who knows her worth,REPORTED,3
200822,en,"@KSOJESRCESRB @PassiveStein @crawdmc @darakass They have the *ability* to kill, big difference. No court on earth can judge souls....only God/Jesus can. https://t.co/PqvhTb21cS",-,0
200824,en,"I don't fvck w religion or religious belief but whenever I saw Maria Lionza's statue I felt there was something inspiring about it. She felt like a really empowered woman, an icon with a great story behind.",-,0
200825,en,"😱 yes modern, empowered woman!#KimYooJung https://t.co/NTuYVVePtA",-,0
200826,en,@maltiq We support VP Sara for this coming election. An empowered woman that is ready to make a big change for the entire Philippines.,-,0
200827,en,"An empowered woman is not just about being bold and brave. A conservative, traditional woman can be one. They are not weak nor afraid to step out of their comfort zone. It's just that different things empower different people.""There is no one way to be a woman""- Florence G.",-,0
200828,en,"@washingtonpost Why kill her? I find it amusing &amp; a good show to see this ""empowered woman"" kiss low IQ Biden's ass just to work under him. If Kamala's so smart, she'd be president by now. It will be entertaining to see Kamala get on her knees &amp; kiss more asses for her next coveted job.",DIRECT,1
200829,en,"I’m loving the sass that Anu aunty is giving Doucheraj and MKK lately 😂😂😂😂 her growth of being a timid submissive housewife and semi empowered woman is so fun to watch 😂 especially when her team (Kinju, Samar et al) support her",DIRECT,1
200831,en,"Leni sounds like an advocate talaga of Community Development. This is why I'm voting for her, she's an EMPOWERED WOMAN!#JessicaSohoInterviews",-,0
200832,en,@ZakiyaKINC @SupriyaShrinate This is how an empowered woman talks like. Gajab shrinate aunty,DIRECT,1
200834,en,"@AenesidemusOZ The film portrays Ball as a remarkable, fearless, and empowered woman who worked hard to perfect her art.",-,0
200835,en,@youngk_noodle That tinnie little typo that changes everything :'''') SHE IS EMPOWERED WOMAN and I love that.,-,0
200836,en,"Estoy fascinado con esas playlists de YouTube tipo empowered woman, you are the baddest bitch in high school o you are in a toxic relationship es un paraíso nuevo ✨",DIRECT,1
200838,en,You want to be a strong and empowered woman? Then grow a spine strong enough to look at your own sins and shortcomings square in the eye and be willing to face them head on. Only weak women blame men for everything.,DIRECT,1
200839,en,Empowered woman KISSES PHENOMENAL QUEEN #KISSESInspiresYOUniverse,-,0
200840,en,@factchekka @MrKRudd You sound mad bro. Did the empowered woman hurt your feelings?,DIRECT,1
200841,en,I am 💯! And I am honored to be celebrated and recognized by @bosswomenmedia as a woman sitting at the table for 2021.https://t.co/AyGuaN8SKP.⁣.⁣.⁣.⁣.#bossbabe #bossbabes #bosslady #empoweringwomen#empowerment #entrepreneur #femaleentrepreneur #girlboss#girlpower https://t.co/b63iXYxEYR,-,0
200842,en,"@Atomarten Bashfully at first, growing into acceptance and then empowerment.",-,0
200844,en,"@BeingGay247 Incorrect. The term used to be used interchangeably with “hermaphrodite” or eunuch in English, however the Indian Ministry of Social Justice and Empowerment redefined it as of January 2014.",-,0
200845,en,And miss me with this fake black girl empowerment shit . We attempted to destroy a man off of her word alone. Now the courts says there's no DNA and the police says there's no bullet fragments.... So the court &amp; police are still not enough for Tory Lanez to be absolved,JUDGEMENTAL,2
200846,en,"Once made equal to man, woman becomes his superior.Who can really define ""Women Empowerment"" and/or emancipation?",DIRECT,1
200847,en,"Advanced Barista skills Training for youth  now happening in Kampala.Thank you Iwca uganda chapter for supporting and empowering barista house to create a difference in the lives of these young stars.# women in coffee # youth skilling# women&amp;youth empowerment, advancement https://t.co/QWarb5frkN",-,0
200848,en,Going back and forth between “sorry hoes hate me cuz I’m the IT girl” and “it feels so good to be ALIVEE” but it’s okay because they both Black empowerment songs from Black women 😌🤝 https://t.co/Tvw128F1Jo,-,0
200849,en,James Harden. Hell of a ball player. But the absolute definition of a DIVA. Completely bails on the Rockets. Dying now to bail on the Nets (where he wanted to go). This is the shitty side of the player empowerment era.,-,0
200850,en,"Hey y’all, my spiritual empowerment brand is almost to 40k followers on IG. Mostly everyone on here already follows me, but I’d really appreciate it if y’all could RT this for the people that don’t so I can hit my 40k goal by New Years 🙏🏽. It’s @BadAndBrujita on IG. Love y’all 😘",-,0
200851,en,Sophia and Riley receive the Family Empowerment Scholarship for students with unique abilities through @StepUp4Students. They use their education savings accounts to pay for training sessions. Learn how it expands their world. #entry #StepUpForChoice https://t.co/O6rnf7FCWu,-,0
200852,en,I appreciate men yang very vocal about women empowerment &amp; advocates about our struggles. You guys are the best! 💛💛💛,-,0
200853,en,Never forget that Kobe spent an offseason begging the Lakers to trade him and they didn't. Everything with Ben Simmons is in the hands of the Sixers. The empowerment talk is nonsense #NBATwitter,-,0
200854,en,first time i’m saying fuck women empowerment. https://t.co/SsGsxYqGe1,DIRECT,1
200855,en,Kindly download and signup on the @bantublockchain App and witness a new era of Digital currencies that believe in the empowerment of communities.@mbenkum#bantu #bantuxpansion #asangazinwi,-,0
200856,en,"The latest update for #Nastel includes ""CIOs, Leaders Facing Unprecedented Empowerment and Challenges - Top Predictions"" and ""What can you learn from #IoT with i2M - Part 2"". #Monitoring #Middleware https://t.co/WnsSEjBUtT",-,0
200857,en,"@JamesEvansMS They should be empowering our communities, not empowering themselves. Have you not seen Westminster the past 21 months how dare a tory talk about empowerment after what the   cons have done in conning the nation",-,0
200859,en,@NFTCommenter @zoobendo @CryptoCvnts @icebergy_ I suppose they’re better than the egirl OnlyFans sluts who just attention seek from simps for their crypto 🤷🏻‍♂️There’s plenty women on CT who are cool and fun to interact with.   This is just a pile on to show support for a shitty person in the name of female empowerment,-,0
200860,en,🙌When your super excited today was your first meet with My Sisters Keeper girls empowerment club -you race home and design your poster #mystrongYounglady #shesgoingplaces  ❤️#engage #haveavoice #makeitknown #EmpowerWomen #supportive #promote @ladybug548 @MsResource @NYCSchools https://t.co/KQovXSzflE,-,0
200861,en,"@kenzietuff Ideas Have Consequences - Richard M. WeaverNotes on Epistemology - Rev. John J. TooheyThere's also a Brazilian author I would highly recommend, but AFAIK he has only one full book published in English: https://t.co/IZqIjQTbX5",-,0
200862,en,"@ShevanWilkin ha yeah, a classic case of ‘epistemology begets ontology’",-,0
200863,en,"Our tip of the week is the book “A Continental Guide to Philosophy”, by @jdmacready. Starting with 3 fundamental questions about metaphysics, epistemology, and ethics, Macready guides us through the philosophy of Plato, Descartes, Hume, Kant, Nietzsche, Schopenhauer and Arendt, + https://t.co/NQ0pP0mTdO",-,0
200864,en,"@Toffeeseagull Reading widely always good,but important to distinguish ontology (realism) and epistemology (positivism). Critical realism has commitment to realist ontology but permits “epistemic relativism” https://t.co/EM37O8apy3",-,0
200865,en,@FascBear @MelosOf @buzz_commander @EveKeneinan Modernists figured they could reset everything by starting first with epistemology and giving up on metaphysics. Now we are sinking into the abyss of postmodernism. Happy happy joy joy.,-,0
200866,en,"@grace_hawthorn @DuncanHenry78 @HJoyceGender @profjmb @DebbieHayton be women signed a letter against ""terfs"". It's standpoint epistemology, and it almost always has the end effect of trampling the disadvantaged in a group.",-,0
200867,en,Adding ‘understanding ravels’ to my unending list of things to learn. Pushing toward the top since things that are *like* knots but are *not* knots slightly break my epistemology. https://t.co/aOws2kpcPi,-,0
200868,en,"@PalaGiorgi @P62_End_Me @AtheistsL No, it's an engagement in subjective epistemology. I have subjective reasons for it. And the words we're using all have subjective meanings. Pointing at everything I say and going ""you're saying you know that objectively!"" is a bad argument, because I only know it subjectively.",-,0
200869,en,@pseudlicious @sandinoab Her conclusions and her critique of Eurocentric analyses masquerading as liberatory are on point. But she ignores the fact that Anti-Oedipus has similar critiques of colonial epistemology as well.,-,0
200870,en,@gdmorejon ‘Rand DEMOLISHES epistemology with FACTS and REASON!’,-,0
200871,en,"Empirical evidence is of central importance to the sciences and plays a role in various other fields, like epistemology and law.https://t.co/Hg0JIUtKuI",-,0
200872,en,"Tribalism is a matter of social organization, not “epistemology.”Your malapropism speaks volumes about how ”classical liberals” overestimate their abilities and thus make poor, if not reckless, stewards of their inheritance.The person without a tribe is fragile and rootless. https://t.co/zM2U3SFvAF",-,0
200873,en,"@EconKilljoy I think a lot of people believe in a ""soft"" standpoint epistemology but very few people believe in the existence of a coherent feminist standpoint",-,0
200874,en,"Currently doing my MA dissertation and trying to work out all those ‘Wowsers’ terminology! If you can help with ontology, epistemology and anything in or even vaguely related to anything research related which would help, I’d be eternally grateful 🎓",-,0
200876,en,"""Since true thoughts don’t come with a special glow announcing themselves as true, we can’t use truth as a marker for well-formed, worthwhile beliefs."" - @SellarsRespectr in @aeonmag https://t.co/dsz5Im4m94",-,0
200877,en,@Tracinski @shikhadalmia I think an Objectivism sets up pretty big obstacles in the way of appreciating any kind of social epistemology! Like I think an Objectivist views these fields always with the suspicion that there is moral relativism and hostility to science lurking behind the page.,-,0
200878,en,"@samomidiji Don’t mind him, if you phrase a question like this for a research in qualitative analysis, this shit ain’t going through ethics or your profs. Acting like English is so hard to comprehend. His positionality and epistemology is clearly biased since he doesn’t know we learned.",-,0
200879,en,@stephenjudkins theres a lot tribal epistemology masquerading  as skepticism,-,0
200880,en,"I started teaching this worldviews  lesson today to KS3 today &amp; the “What is real” questionnaire from @NATREupdate makes a fab introduction to a unit looking at epistemology.  I have been using it with Yr7 today, some of the language is hard but with guidance they could access it https://t.co/0Ew27ozdNy",-,0
200881,en,"It's quite clear. When we say that there should be equality between both the genders, atleast the rules should be same. It's really incomprehensible why DRS is not there for #WomenCricket https://t.co/Qg1FK7HBee",-,0
200882,en,"@UGlawyer My dear, a wife has never been a servant in her husband's house ekyo kikyuuseInfact it's the husband who is the servant in his home because you have to work hard in order for them to have a good life yes there can never be equality between the two in the family",DIRECT,1
200883,en,"1/2 - Does equality between men and women mean equality based on a correct understanding and distinction of basic physical strength, physical differences, vocal differences, and the nature of masculinity and femininity as living things? / Translation site use",JUDGEMENTAL,2
200884,en,Jason Wants To Perform A Two Tailed Test For Equality Between Two Independent Sa https://t.co/NLpqk7aWg4,-,0
200885,en,"@familyonbikes @JuddLegum @AshaRangappa_ CRT (popular definition=racial wokeness) ensures that equality between the races can never exist because it makes it impossible to move beyond racism of the past, and tells black people that they are victims of a white supremacist society in which there is no way they can succeed",-,0
200886,en,"Boris Johnson never brushing his hair shows gender inequality is very much alive, says Hillary Clinton Clinton will not live to see “true #equality” between men and women -&gt; https://t.co/ytdtbG3tKS#Gender #Genderinequality  #BorisJohnson #HillaryClinton #Women https://t.co/e4NZDoEtgH",-,0
200888,en,@hhjsboba waiting for the day we have bookmark folders and equality between twt web and app,-,0
200889,en,"What I really dislike about this stuff is the implicit assumption of equality between the author calling for us to end our support (we might, and it would really happen soon) and Iran stopping their support (come on?!).",-,0
200890,en,Yah🤔we need EQUALITY between both Genders. Cause honestly we way too quick to cancel Males than Females in society. I am not taking sides but truth is we have all normalized women crying rape to get back on the other Gender. I BELIEVE NOBODY. I was not part of their relationship https://t.co/UPsKTqhUfq,REPORTED,3
200891,en,Remember when Ryback got fired from WWE for going on the internet and pitching socialist contract equality between upper- and lower-card talents?,-,0
200892,en,"Terminological meaning:  Sayyid Sharif says, ""Justice is a point of equality between excess and deviation which keeps the sides equal and comes to a standstill on the truth"". (Political System of Islam, Prof. Ghulam Rasool Cheema)#FabricatedCalibreQueen @TeamPakDefense",-,0
200894,en,@2021_kid @2beorb2 @Intel_sky So how about leaving Islam? Equality between men and women? Equality between non Muslim's and Muslims? How about you agree to be treated the same as non-Muslims are under the sharia? Do you accept?,-,0
200895,en,"@chasewnelson @zachary_ardern @RJABuggs The rate comparison of equality between dN and dS is baked right in. If you make the assumption (which is made by the scientist, not the model) that dS is neutral, then rejecting the null is rejecting equality between dN and a putatively neutral class of sites (dS).",-,0
200896,en,It is sad to think that we as a people should be more evolved than this but it is this archaic mentality that holds us back and diminishes and progress we hope to make in the fight for equality between men and women. Being equal is not being weak. https://t.co/jNoxSA2iw3,REPORTED,3
200897,en,"What is this? You want me to promote equality between men and women? Women are only about 50% of the world's population, why should they get such special attention?",DIRECT,1
200898,en,"@carwu1 to achieve equality between districts and boundaries have been removed, enabling travel anywhere in the region with the same ticket.I am sorry for the delay in our reply, I hope this helps clarify. ^Beth (3/3)",-,0
200899,en,"@pelorat This negates all experiences of caste oppression and assumes historical and modern equality between castes that simply doesn’t exist. Nothing to do with the west - it’s illogical. Like I said, things can definitely be hurtful but to say it’s casteist is flawed.",-,0
200901,en,"@dreaming9to5 @DAJensen07 @n3ro @YusufTwt @GOP Let me reiterate that I don’t buy Asian privilege the same way that I don’t buy white privilege. Fundamentally, it’s tribal essentialism and that shit is never going to solve any of our problems.",-,0
200902,en,"Maximalism of Welfare, Wellness, Well-Being &amp; Prosperity and Minimalism of Burdens, Struggles, Menaces, Troubles &amp; Problems are the very ""Essentialism of Leadership""",-,0
200903,en,@redlightvoices And thank you for addressing this. Essentialism in my opinion is one of the incorrect descriptions of the world that has done the most damage to both individuals and societies. It prevents seeking or even allowing change and denies the dynamism of the world around us.,-,0
200904,en,"""You're going to mask up my child and then teach them race essentialism? Um... No? And like, over my dead body."" – Based @ComicDaveSmith https://t.co/LCprXkeEgi",-,0
200905,en,listening to one direction on repeat to write this paper about biological essentialism and the myth of motherhood &lt;3 this is the future simon cowell wanted to create u guys just couldn't see it yet,-,0
200906,en,pointblank opened nervetrainers rebounds essentialismdrone lettering clothespinhttps://t.co/H5gls15idvhttps://t.co/HvRr62a7Xuhttps://t.co/EKt5DHQVQk,-,0
200907,en,"@RSecretary2 @T5cythe @SeaweedLover916 I feel you. Making this whole matter even more annoying to deal with is we even refer to theories of human invariance as ""essentialism"", piling even more baggage onto the whole mess lmao",-,0
200908,en,"@kidanarchy2105n @the_moviebob @wil_da_beast630 Cultural Marxism, race essentialism, postmodern gobbily gook, crybaby socialism, mental illness daddy issues with a liberal arts degree and positions of power",-,0
200909,en,"@kaalakawaa Yess, but wahi masla hai all these sexology terms basically reinforce biological essentialism while trying to be inclusive",-,0
200910,en,"@KitDarkfeather @GalicianGL @JMoore821 @TulsiGabbard And then link an article about creativity vs racial essentialism, and somehow missed the point that those ideas are exactly why the GOP doesn't elevate these people, in opposition to the dems who are using it for Woke clout, the GOP just doesn't need them and doesn't care.",-,0
200911,en,* Beyond the North Wind: The Rise and Fall of the Mystic North* Essentialism * The House in the Cerulean Sea * The Four AgreementsOctober* Every Heart a Doorway* The Book of Magic* The Memory Police* The Body Keeps the Score* Norse Mythology* Circe (***Best Light Read),-,0
200912,en,@FreeBlckThought @JaimePretellEsq I’m fairly certain kendis racial essentialism is in itself pure racism and all people should laugh him out of the public square,-,0
200913,en,@JakeGittes2217 race essentialism is a foundational assumption in the Racial Reconciliation discourse,-,0
200914,en,"@Maladroithe @EricMGarcia @RottenInDenmark Oh yeah, it’s hand-in-hand with their commitment to gender essentialism - women are dainty and feminine and eager to support their husband &amp; his needs. A “real man” doesn’t like anyone too fat, too androgynous, or too demanding, so how can you blame them if they stray?",DIRECT,1
200915,en,"@RedHotBlaziken @ZubyMusic Where he was wrong of course was to speak of ""white liberals"".  And throwing out the race essentialism, even then there's a lot travelling under that ""liberal"" banner.",-,0
200916,en,"@Executionotron @cha_neg @ADnDMaster The very idea of alignment, that there are objective, real categories of morality that can be classified in terms of good, evil, law and chaos is essentialism of the kind that is being objected to. Alignment in D&amp;D is REAL, objective moral differentiation, that is surely...",-,0
200917,en,"@davo_arid an essentialism. Conservative = old, white, uncool. Minorities = young, cool, wear sunglasses at night, must steal their juju.",-,0
200918,en,Black people love race essentialism and race science while claiming to hate racism.,-,0
